posted_date,main_city,price_land_pp,dist_hospital,dist_school,dist_railway,dist_bus_stop,dist_road
9/10/2018,homagama,250000.0,5.17617472943278,5.9119408680076,0.01359,2.89155317461688,1445.29726936298
6/7/2018,battaramulla,1600000.0,5.86274789252658,4.80053560107435,0.01359,3.23858429391882,2360.42721889996
9/20/2018,thalawathugoda,933333.0,7.8380284962839,4.10408573430655,7.09838547131969,3.17446590180204,2020.52572868566
2/12/2018,kaduwela,205000.0,0.01359,7.23775688810509,10.4674252145688,1.72605594093597,1993.12983723502
2/9/2018,rathmalana,1200000.0,0.841319698402808,9.85734198129772,2.84659585261421,1.34797447820901,1433.58198731642
3/14/2018,thalawathugoda,800000.0,13.4107072237739,7.5040280158342,0.01359,1.69691766516427,1428.08792597496
4/5/2018,homagama,300000.0,8.02273643495825,11.8881237095325,3.89542710810793,2.35542552158211,1530.32882714899
4/23/2018,athurugiriya,290000.0,14.060336112043,15.5337361897384,2.75411548238921,1.62969570917118,1072.53364668313
4/11/2018,piliyandala,280000.0,3.20099290231877,9.44147556509254,7.47131639618886,2.30836163053392,777.854962814768
3/21/2018,piliyandala,650000.0,6.8561070948261,3.91778640001105,8.43912544695259,0.770491094122844,1665.31284214668
3/20/2018,hokandara,400000.0,8.06845094048666,6.18151975216007,10.3577215303026,2.41084121905281,2138.41932073112
1/26/2018,pannipitiya,800000.0,9.83351826526575,6.0094136195291,3.17476626214272,2.42826519974686,1354.3271979727
3/20/2018,piliyandala,425000.0,14.405307139232,4.31579112898194,7.29428742248052,3.41664686778602,2813.31348565423
1/28/2018,homagama,225000.0,6.64028039976338,6.7799401635317,9.31477903008693,1.86382207853754,2106.55288745086
1/4/2018,angoda,890000.0,10.9991649018012,6.3879624788634,2.53171573829731,2.70461562773491,2593.61897779866
2/13/2018,homagama,410000.0,16.6050654369006,3.85650764741507,9.97202644671255,2.41856252877103,831.237341431046
4/9/2018,moratuwa,2500000.0,5.28475724404721,4.59749765762083,6.28504028597173,3.26435750064754,2396.37402319839
4/2/2018,dehiwala,3300000.0,5.42616343152538,6.34173948221849,4.92822185209691,0.973214231442865,1111.59284651525
1/17/2018,hanwella,75000.0,8.71950013504639,10.5527122258701,1.4621775311969,2.47109731078527,1510.217605989
1/30/2018,kaduwela,500000.0,14.0972264659303,6.60675099472437,5.55290367267013,1.95037327429206,1191.01765488574
4/11/2018,pannipitiya,882352.0,12.2296756651614,5.11647256450124,4.32948702432273,1.25050359870102,1992.96248488468
3/19/2018,homagama,300000.0,8.99896440017896,6.13679787192324,8.86971238809051,2.85822190981979,1713.45570080537
2/12/2018,kaduwela,2000000.0,11.2867365308861,0.892173573603151,4.26373321214276,3.24127183689896,2240.365502481
4/2/2018,maharagama,1500000.0,0.01359,1.69446848561824,0.01359,1.60502829832306,1380.29815813953
3/2/2018,homagama,120689.0,10.90533857129,0.171499722597447,3.69741591398844,3.25759360290395,549.349262966878
4/11/2018,pannipitiya,1000.0,4.00108995503364,4.37979854493468,11.8414611003553,0.01359,1514.67732724598
1/22/2018,homagama,250000.0,13.8547331492364,14.2104757183207,2.75479951118721,2.82476485547571,1212.96964740706
3/9/2018,battaramulla,795000.0,12.9682253614545,7.85996290196266,4.28086665971807,2.69792954403093,2715.35316934576
3/19/2018,kottawa,650000.0,13.1776759764613,12.8170001471405,3.39423642129701,0.963270700478753,660.878185435203
1/2/2018,colombo 6,16000000.0,0.681391165536632,13.3365064448273,11.0210153422229,0.949920748268791,1026.95719357412
1/3/2018,colombo 5,6000000.0,9.56066539228903,4.39144946464485,4.0564856168773,2.26368183944365,1303.9885945437
1/7/2018,colombo 7,18000000.0,5.13421530396263,5.68456150581267,4.54320853706065,2.09502589170541,0.01359
2/20/2018,nugegoda,24000000.0,6.38281953737948,6.68188959956479,3.2368055327617,0.696538907043327,1858.4176699592
1/14/2018,moratuwa,1000000.0,0.01359,5.92439010276442,1.77986889129386,1.14595205488266,1953.2986458041
2/2/2018,thalawathugoda,1700000.0,3.48730952308408,3.82211215362739,10.7221324244208,1.843705625622,2489.15638563691
1/17/2018,kaduwela,650000.0,9.37509872804102,1.78314874306397,3.5099576103224,1.80671166552414,1722.41345802451
1/16/2018,thalahena,4390.0,8.04907136995368,4.93495390289708,0.8558662156117,3.19146979871996,901.263653985125
1/19/2018,kottawa,445000.0,10.7814387264008,8.22571971932016,4.11759804829923,2.52704390281128,914.886395166698
1/19/2018,colombo 14,4900000.0,2.33850888123076,4.72792219468229,2.40404845745936,2.20971970541172,3426.35304015069
2/2/2018,malabe,675000.0,13.3479380682167,12.2164195554346,7.28401599177798,1.14128713695079,2346.52710979153
1/29/2018,rajagiriya,1300000.0,7.54685110929263,11.3080819549903,6.96566151803322,1.92792744902968,1101.98070575567
2/12/2018,kaduwela,825000.0,12.2230856211759,10.7683194899978,0.324211755981215,0.67926940230169,1993.76464200243
2/4/2018,watareka,175000.0,4.67887187425531,0.854530891419297,7.08309220143393,1.5277608370101,2142.54351699433
2/6/2018,athurugiriya,325000.0,2.68891926555085,11.5688095508714,3.60391544916662,3.58377742104709,2076.33466289137
2/12/2018,kaduwela,480000.0,4.75818235123382,8.07990215356809,6.31161777278614,2.72378334888215,2798.36881363206
2/23/2018,hokandara,1000.0,12.265344594543,7.05524690181522,1.35187311530778,2.57768110227902,1334.45552816271
3/2/2018,kesbewa,1500.0,14.8894273199119,4.15543238683178,1.39879567208441,1.85927263624865,3544.51982762904
10/22/2018,battaramulla,1600000.0,7.36117643192926,0.907332205097421,0.996270612061257,2.20934780196622,1002.99215585132
9/29/2018,maharagama,600000.0,2.23410534331197,12.4813023984761,0.489379621648901,1.67804601252699,807.863630816733
5/2/2018,wellampitiya,750000.0,3.0022473249879,2.6169218133944,11.1144759384151,1.37904734134422,1321.94035215182
5/4/2018,malabe,1000000.0,7.73128810389183,7.01466255349985,1.73178451410978,3.12178619750123,2597.0894989272
7/7/2018,maharagama,600000.0,1.80701443748361,6.31127960691347,3.72890371644,2.49701145539098,1401.81957906152
5/11/2018,homagama,115000.0,10.7593103881417,10.2653524256747,2.57251149424252,3.32289358577657,1108.09978137117
5/11/2018,kottawa,1100000.0,8.57704127602949,2.90424650279768,10.488141142366,1.42835767163287,865.892209969654
5/11/2018,watareka,187500.0,5.23923741438244,3.73838061745206,7.7185561966879,2.63339347018402,1598.60625707553
5/12/2018,homagama,145000.0,11.4522198103459,6.98139836082931,1.4819291501897,1.81890397923404,1781.8922504519
5/15/2018,rajagiriya,6000000.0,6.36474991113036,4.30504500451173,4.28229365862764,2.50353679636347,636.657355337241
8/26/2018,colombo 8,4000000.0,14.823866576823,10.9354402600407,5.82388687500102,1.49023896184789,1545.0381358421
5/16/2018,hokandara,895000.0,2.04979215478438,4.90694790841642,4.14926759316947,3.13744358883811,1384.57406174084
8/13/2018,angoda,535714.0,1.37317852091804,6.69384577363133,4.11752117606172,2.90786427104711,1664.05933104488
5/21/2018,kaduwela,350000.0,7.69363875252002,9.86541245310011,5.35385797962431,1.7816263843458,0.01359
9/4/2018,nugegoda,2800000.0,4.41133948109509,11.8792255660913,4.12838382199953,2.61795014582263,3237.12721478861
10/25/2018,moratuwa,2335766.0,13.4915484507084,7.31747862118887,3.36256525919285,0.25132093832094,1991.31874362508
8/5/2018,boralesgamuwa,1000000.0,12.0297186366374,6.79015651898419,4.20002107719713,1.0165885281082,1341.14648454439
5/17/2018,colombo 10,140000.0,12.5772540438217,7.6803211660303,2.33282332722563,2.67276715821084,1953.04427878751
5/2/2018,thalawathugoda,925000.0,14.3068233218693,6.60036557855952,10.7658483401028,2.40047187894831,2689.9619972945
6/29/2018,maharagama,550000.0,0.01359,9.34271823529615,3.10798369098634,1.61757670182495,2086.07301384389
6/29/2018,nugegoda,3300000.0,13.2533347263611,5.14249933507847,6.43339563235255,3.63543271034549,789.798193230971
11/19/2018,rajagiriya,900000.0,1.45799717988432,12.3910876146922,2.38288704956553,0.661903321540029,2045.72343465094
11/8/2018,maharagama,595000.0,10.1213150618607,0.993759265636932,3.01405003981886,2.26968349756246,2296.75902916554
6/30/2018,kolonnawa,600000.0,10.6706326328118,7.04804984728165,1.44561972302511,1.75281963155544,1672.81808920218
10/31/2018,boralesgamuwa,840000.0,6.20199594731146,12.0761426813252,0.809136237053783,1.18745335345399,621.544831445479
12/14/2018,homagama,290000.0,0.816563323792949,10.2250282796075,0.01359,1.61315363037196,605.949678019313
12/14/2018,homagama,290000.0,5.50655491936417,8.00276465929931,5.97695030265588,2.77415476394908,2057.56327279312
2/1/2018,colombo 5,5550000.0,5.41197814342984,5.56281333007591,3.74624982714568,2.01809752476065,1413.01079009617
7/22/2018,piliyandala,444444.0,2.3222398170217,6.18457560439822,3.67151134099136,1.18350812748349,2444.17841089097
8/26/2018,colombo 5,4000000.0,3.63706686940278,9.53935605800663,2.37033738669041,0.94973674200625,1962.42636963617
11/24/2018,athurugiriya,2105.0,16.7856272453666,9.09282482083641,0.01359,2.67738017200659,1915.03356366508
7/29/2018,homagama,230000.0,0.01359,9.07434540018763,1.69506298545682,1.10118038760414,3334.91699161162
12/26/2018,kottawa,1250000.0,5.57842366496969,5.10193047862587,2.52456809189798,2.47496648813672,0.01359
5/30/2018,homagama,260000.0,7.63784930626369,1.11522102947277,6.34886111428801,3.01556306529616,1664.92590412978
7/30/2018,kaduwela,350000.0,11.1551055526229,2.91577609003686,9.03814937516119,0.01359,1525.79048713682
7/2/2018,battaramulla,1750000.0,8.23329244523122,6.34314963194467,2.43920092379111,1.25923198070924,2695.69743385003
2/20/2018,avissawella,300000.0,0.690505893017786,4.00380209601348,5.86878639420573,2.80596667876191,1656.45410161146
7/21/2018,moratuwa,1100000.0,12.9394243815546,8.39608830559606,5.60001290738726,1.5976035235391,1275.19920145201
5/3/2018,kottawa,800000.0,5.63471465479716,9.70215412101883,7.3326391869514,2.71823862581343,1652.84351460374
7/27/2018,colombo 5,7900000.0,5.28100968512552,5.15743659485116,4.71637005498453,1.60767381872005,1500.61537754568
8/12/2018,rajagiriya,9000000.0,8.58346330240928,10.7165691970504,4.15302508389897,1.80740586266352,594.6023206364
8/11/2018,colombo 5,9500000.0,8.25452537662218,2.67873760827002,3.92207861804928,2.25722934585233,544.751989326103
8/9/2018,kesbewa,588235.0,12.0995534428723,5.85972549703616,0.01359,1.42055985699024,143.509480521711
8/10/2018,kaduwela,500000.0,14.5682519910416,6.24289604994445,5.9052642719411,2.16530450333844,1953.75707600773
11/8/2018,battaramulla,2190000.0,17.9481938380153,1.8721190645414,8.83372526824308,2.53954586512505,878.661355919073
8/31/2018,piliyandala,850000.0,11.9324532575247,4.55744783302243,0.488314595838069,2.02740101246308,1894.6658920759
11/19/2018,malabe,575000.0,2.83526201166818,11.5103027202491,2.25243526975513,1.00965800397123,2821.27763171247
8/20/2018,battaramulla,1200000.0,12.3349227658464,10.7850616301449,10.5249590503207,2.46965909695674,1616.18438891184
5/1/2018,piliyandala,650000.0,5.9538741120932,4.22306525099699,6.7169188972825,2.14299702627841,1591.3441460141
9/19/2018,nugegoda,1333000.0,3.00128913203584,13.6289832138239,8.22812630760894,0.723727859033371,458.419898836424
7/1/2018,kottawa,975000.0,6.12591236782979,3.88040779760538,4.97176904711344,1.96674480818347,1095.3637405946
8/11/2018,colombo 4,15000000.0,1.78306530912128,7.93950053378,0.809115539637598,1.35449538827441,1947.98980914708
8/21/2018,homagama,133333.0,13.7957087552483,2.02186734346985,11.2832069345926,2.42442910211924,2342.14270921629
5/23/2018,polgasowita,250000.0,9.07954825279687,7.35262863842654,4.76435367410203,1.81789391919687,2404.27374837514
5/23/2018,dehiwala,2850000.0,11.182718761283,5.97053946018736,6.2265550827376,2.62322249874352,842.31803046373
7/26/2018,battaramulla,2200000.0,11.5687341269842,0.146721947546921,2.52303986031845,1.0104277701114,869.302258831718
7/27/2018,malabe,900000.0,4.44222209250217,1.03313616448782,4.93048154094095,1.66655708096372,1192.44466105339
7/27/2018,moratuwa,850000.0,13.7815771974342,6.60614046271469,2.69695551821716,2.87654416497368,1066.39435481021
8/26/2018,piliyandala,300000.0,2.13968274185219,11.7467517512244,4.27892480041031,1.42882081458795,0.01359
8/27/2018,colombo 5,4800000.0,5.6049976312343,3.94256959109617,3.35958082390578,0.810114872357173,1518.83061264122
8/29/2018,battaramulla,850000.0,6.52875066978967,12.3456877275602,5.73494763182767,3.01746366279044,1318.63261327552
6/1/2018,malabe,720000.0,0.01359,0.233316247456373,4.41484867500169,1.5947547816914,2449.12835406349
8/30/2018,athurugiriya,485000.0,13.6605412302017,0.697345074437101,2.91353422134742,1.39943277142811,1999.92239052838
8/31/2018,pannipitiya,750000.0,13.2739142193985,2.06424013548437,9.97098913649092,3.01828841608684,1725.04001007438
8/16/2018,colombo 5,6098736.0,4.27266441622764,7.2044871622777,7.94382987280798,3.17429498124787,950.133292290135
8/29/2018,avissawella,85000.0,14.7048002888495,6.36895637383898,1.32550088486331,4.0238968014748,1810.32897957012
3/14/2018,thalawathugoda,1300000.0,12.1571092897921,6.00830891395683,2.7708198933422,0.355463619604432,1621.35151644604
2/27/2018,homagama,150000.0,14.0286953678308,3.45144198920441,2.6875363412389,3.48279696111186,2126.05591933561
9/20/2018,moratuwa,2500000.0,7.52165105468131,6.50950617036507,5.34353952432152,1.07812321790496,618.700777229554
9/21/2018,maharagama,2100000.0,1.1597338206749,11.504030578626,3.97573320730569,2.85308560864984,2002.85259503434
8/10/2018,nawala,3500000.0,8.54908607369532,7.14666731533344,5.83689138713986,2.53411741290517,2272.51570201513
12/27/2018,pannipitiya,445000.0,8.18160371349813,11.6394202963928,4.9023315135504,0.953352002041022,1537.76517158176
9/30/2018,colombo 4,16000000.0,12.4617552629382,4.95597081171284,1.3913168481465,1.89141332025619,0.01359
12/3/2018,boralesgamuwa,1500000.0,7.45320080265421,4.98791667846202,2.91604512901545,1.48950527312714,1671.58893091681
6/5/2018,kottawa,937.0,8.00867426317908,6.74485852551706,9.52980063951165,2.1544103873795,2621.86085817083
3/10/2018,angoda,639000.0,11.5444087384779,4.52266917639946,4.99864264257337,2.24185301099341,2260.36467390685
8/9/2018,battaramulla,1494505.0,10.4356341353341,6.10411098391993,5.96496564280391,3.0656583883131,2124.93401736842
10/9/2018,maharagama,4500000.0,10.4351479271929,9.07024889048942,14.8386362032287,2.50040561090974,2990.51701771415
9/19/2018,kottawa,1050000.0,4.61842061035176,11.4542762659117,4.55506612046365,2.72104830064743,792.487641589952
8/19/2018,wellampitiya,400000.0,9.4628940116095,12.0071296718414,10.4857578793123,1.5624222934731,0.01359
9/19/2018,colombo 5,3600000.0,8.65621273493936,5.73565567906071,5.05978046838027,1.48541172824325,2171.01274783339
12/16/2018,pannipitiya,450000.0,11.6810682844539,7.21535221089448,6.70613390441185,1.76150985699996,1170.57033700859
11/7/2018,boralesgamuwa,1275000.0,5.48155823907974,17.4946865932304,6.95952337154068,2.221128020994,2237.38693781768
6/8/2018,dehiwala,1111.0,1.40697647200513,7.35609253462424,3.14547608724054,1.31560788682631,1385.36426012024
12/14/2018,moratuwa,1600000.0,12.6594146139152,6.05623635818934,3.37858105187134,1.20865031312666,2263.32642772756
12/13/2018,athurugiriya,420000.0,9.91055549821821,0.119089027057384,3.12036542937983,2.19313224444622,0.01359
12/6/2018,homagama,285000.0,0.01359,7.8919326897284,4.52485133612753,1.97435860607627,2719.00635385676
11/20/2018,boralesgamuwa,1276223.0,10.8446771952034,8.38371298259684,4.70237078736784,2.67659963145761,1917.54018715675
12/26/2018,kaduwela,305000.0,7.58016718709443,11.291113099042,7.34985504399851,2.29567896419484,924.360643882745
9/3/2018,homagama,385000.0,9.58199172767549,9.12415753997978,8.61867962232346,1.44140241890982,2034.43408040432
6/5/2018,malabe,675000.0,12.1160350023345,3.8571794276967,10.3590840364863,3.27417576110219,2675.6859919581
7/23/2018,ethul kotte,2200000.0,9.94891905023608,11.8304623499619,11.1784679105849,3.17861009016131,1159.95245186748
12/27/2018,dehiwala,7400000.0,7.01953024582571,2.92125457560988,15.0496896119077,3.02126878725612,2220.35882413689
12/12/2018,piliyandala,475000.0,5.17286497333729,7.21823314679053,5.93556128036538,3.4977832278856,2713.01993562215
12/7/2018,pannipitiya,380000.0,5.63332861514587,4.99748983124865,4.15864657495639,1.51193133805458,2615.19221076719
8/6/2018,pannipitiya,1500000.0,7.05911735054459,6.02018740001214,9.04426129029696,1.04497225199625,2708.06729986157
10/31/2018,piliyandala,1550000.0,7.12221498751306,11.3645921886092,9.17768857076453,1.8265866105448,1368.48889482771
7/16/2018,battaramulla,3300000.0,12.7297395869018,1.16057521369165,9.20985488735081,2.81252652095063,1817.98802000518
6/19/2018,homagama,325000.0,4.31275352753595,2.65820117161938,9.55827584520875,0.828429098242935,2718.61251353499
12/14/2018,piliyandala,400000.0,6.36757052269843,1.21365395487564,5.43212287177441,1.91884214511989,1704.79424520647
6/22/2018,moratuwa,1200000.0,7.11578478660974,9.79437806848073,2.29510632281385,1.68448193007045,2674.03084431058
11/27/2018,pannipitiya,800000.0,2.60426803652242,7.99428444317294,5.81298886829594,1.34524074065947,1781.64815878762
8/7/2018,homagama,450000.0,14.4938731510784,10.9329835713524,1.7660570215737,1.89906258383782,2244.30880651913
11/6/2018,battaramulla,2200000.0,6.72594137786606,9.94244544926745,6.4672781458689,1.98050171800306,1484.81670496342
12/22/2018,colombo 13,3522000.0,6.19702880846633,12.633829376415,3.6681499953407,1.37672736893144,1132.26624300316
4/18/2018,malabe,1250000.0,7.12064293003697,3.44963320869611,10.1250014128988,2.2457045046883,2047.69507322493
11/30/2018,homagama,28571.0,14.6715733606826,10.0239634227849,9.11698915212949,1.84500946018133,210.000231317322
6/10/2018,mount lavinia,2600000.0,7.24637553480825,6.59368726563582,3.28501160139998,1.1636791946457,2500.51599875621
11/17/2018,kottawa,900000.0,1.70576693622617,6.9383641078238,9.77491647167134,0.547073887737616,2293.78423683116
6/25/2018,piliyandala,242718.0,22.0848399121444,4.30130844448891,3.43610578748388,1.73794435260541,1247.46435364175
11/13/2018,homagama,220000.0,12.5382890770948,16.9389429566209,0.01359,0.892197789484263,1019.75282844667
11/26/2018,athurugiriya,350000.0,4.48701347863294,9.63443109560314,9.56969257087043,2.78680875315903,2223.8782956018
6/26/2018,kottawa,450000.0,8.96412561124896,8.70199932280024,12.6617734113826,2.6597755354896,1271.69291631446
2/14/2018,nugegoda,2500000.0,7.52309783719843,9.11277769744937,6.23804024253382,1.200100316642,740.162965681845
11/23/2018,boralesgamuwa,2300000.0,11.3327676149459,0.01359,11.6993336193547,1.9368973544021,1720.8816431765
11/23/2018,maharagama,1300000.0,13.0179332714319,3.19538092645744,0.828137689847126,2.04038036463219,1151.66308874346
11/5/2018,kaduwela,690000.0,14.2458157176177,12.2702298718244,4.26631206142604,2.73847912807362,1761.88386048911
11/3/2018,athurugiriya,600000.0,3.10027187274675,7.99595039275109,8.54240177509742,2.12960639120009,1553.14710783824
11/8/2018,pannipitiya,1090000.0,10.0458113525709,7.9451807363683,6.1824586955465,2.29096571949416,1391.56042454585
11/11/2018,pannipitiya,530000.0,13.2160038802935,7.31300498870101,3.0206445695379,2.15403585086035,2060.95319549664
12/8/2018,homagama,150000.0,4.008403578325,1.20080899875146,10.709472139945,2.01865857898121,2004.46717932929
5/27/2018,polgasowita,350000.0,11.2554511640514,0.01359,4.78131402564384,3.01932654362635,1327.99185379034
12/27/2018,homagama,285000.0,9.6088616245636,9.73127112417028,5.2877307502104,2.43783504128162,2352.2740836942
1/14/2018,mount lavinia,2300000.0,21.6179028496418,14.3973098908269,5.7560056101609,2.38099981563543,890.962043834071
12/28/2018,nugegoda,1450000.0,5.74856212976455,5.13465167437228,8.23165142603108,1.02976499158287,2039.04803151512
11/25/2018,kaduwela,600000.0,1.96147885069815,5.30053490404091,0.01359,1.18574313800724,1223.81525368674
6/25/2018,thalawathugoda,960000.0,6.4796028856311,6.35984703829141,14.4575704128022,0.753866756849931,1291.00825248876
5/28/2018,athurugiriya,750000.0,6.03622503653803,7.33806940620698,4.81458969160006,2.61808000784144,824.455128082006
7/25/2018,kottawa,450000.0,8.7908302451172,2.99031269174664,4.16597207504592,1.18082446867168,2389.63002915818
9/16/2018,pannipitiya,850000.0,11.0995987716439,2.91606512928434,7.99785857364274,3.31973560162652,2035.23096580452
12/17/2018,kottawa,800000.0,10.8614864948367,6.01631484937901,9.6470298059699,1.80363004942735,1258.03291037963
6/8/2018,kottawa,400000.0,8.42145763056408,10.0272685494506,11.8366146330814,2.14804551563141,1067.46372553958
6/12/2018,colombo 5,15000000.0,9.74265221064694,11.4130318979061,7.6346408625722,1.57182739274785,2277.70275839478
10/15/2018,pita kotte,2500000.0,6.68546032050945,6.05695625177066,1.24213538671964,1.48659389731873,1927.96067684357
11/4/2018,homagama,385000.0,11.1332877086453,5.75814313607554,10.6289688789522,2.57888729849723,1387.69468784894
6/13/2018,battaramulla,1100000.0,6.05292139226362,6.20148577350224,7.52991689197785,2.22002639979651,1760.80865349462
6/15/2018,maharagama,1600000.0,4.95306934848203,2.31070312752853,4.84797220860237,1.78874423871823,1198.54748544675
6/18/2018,moratuwa,1350000.0,10.2098661162119,9.02504326275239,6.15423945371226,2.30769906857701,1724.15475703096
6/26/2018,pannipitiya,1000000.0,6.68311788404441,11.0214600120243,5.81289678050573,2.30567687616218,1061.14439015007
6/26/2018,colombo 9,3200000.0,12.7323508924737,8.01934267861073,6.12280146261157,1.21520961556013,1785.26494838372
7/6/2018,dehiwala,3600000.0,1.41623842480776,7.8988237015215,7.2314042512892,1.94866527571727,1649.10658825721
11/5/2018,homagama,180000.0,13.9838098939039,9.63229336331694,0.01359,1.99579178801489,1309.74066285893
9/18/2018,kottawa,450000.0,5.04688351636442,4.38453847396171,10.3872295466051,2.58666756349056,1451.18145672426
9/2/2018,maharagama,1550000.0,2.52512476431357,7.63435970239548,10.4616646011957,1.91847315413041,1287.34669584329
7/5/2018,kottawa,620000.0,1.16718178717398,2.1008483677943,2.46489571862009,1.682573204731,2665.6243677769
7/2/2018,pannipitiya,1000000.0,3.62204352003492,7.35730815958914,2.70511285885654,1.26183144509101,207.689757770162
8/3/2018,pannipitiya,3200000.0,11.2733367258914,5.09733698817114,8.34053735793895,1.26985346511966,981.115597337585
